B16004_001E,B16004_001EA,B16004_001M,B16004_001MA,B16004_002E,B16004_002EA,B16004_002M,B16004_002MA,B16004_003E,B16004_003EA,B16004_003M,B16004_003MA,B16004_004E,B16004_004EA,B16004_004M,B16004_004MA,B16004_005E,B16004_005EA,B16004_005M,B16004_005MA,B16004_006E,B16004_006EA,B16004_006M,B16004_006MA,B16004_007E,B16004_007EA,B16004_007M,B16004_007MA,B16004_008E,B16004_008EA,B16004_008M,B16004_008MA,B16004_009E,B16004_009EA,B16004_009M,B16004_009MA,B16004_010E,B16004_010EA,B16004_010M,B16004_010MA,B16004_011E,B16004_011EA,B16004_011M,B16004_011MA,B16004_012E,B16004_012EA,B16004_012M,B16004_012MA,B16004_013E,B16004_013EA,B16004_013M,B16004_013MA,B16004_014E,B16004_014EA,B16004_014M,B16004_014MA,B16004_015E,B16004_015EA,B16004_015M,B16004_015MA,B16004_016E,B16004_016EA,B16004_016M,B16004_016MA,B16004_017E,B16004_017EA,B16004_017M,B16004_017MA,B16004_018E,B16004_018EA,B16004_018M,B16004_018MA,B16004_019E,B16004_019EA,B16004_019M,B16004_019MA,B16004_020E,B16004_020EA,B16004_020M,B16004_020MA,B16004_021E,B16004_021EA,B16004_021M,B16004_021MA,B16004_022E,B16004_022EA,B16004_022M,B16004_022MA,B16004_023E,B16004_023EA,B16004_023M,B16004_023MA,B16004_024E,B16004_024EA,B16004_024M,B16004_024MA,B16004_025E,B16004_025EA,B16004_025M,B16004_025MA,B16004_026E,B16004_026EA,B16004_026M,B16004_026MA,B16004_027E,B16004_027EA,B16004_027M,B16004_027MA,B16004_028E,B16004_028EA,B16004_028M,B16004_028MA,B16004_029E,B16004_029EA,B16004_029M,B16004_029MA,B16004_030E,B16004_030EA,B16004_030M,B16004_030MA,B16004_031E,B16004_031EA,B16004_031M,B16004_031MA,B16004_032E,B16004_032EA,B16004_032M,B16004_032MA,B16004_033E,B16004_033EA,B16004_033M,B16004_033MA,B16004_034E,B16004_034EA,B16004_034M,B16004_034MA,B16004_035E,B16004_035EA,B16004_035M,B16004_035MA,B16004_036E,B16004_036EA,B16004_036M,B16004_036MA,B16004_037E,B16004_037EA,B16004_037M,B16004_037MA,B16004_038E,B16004_038EA,B16004_038M,B16004_038MA,B16004_039E,B16004_039EA,B16004_039M,B16004_039MA,B16004_040E,B16004_040EA,B16004_040M,B16004_040MA,B16004_041E,B16004_041EA,B16004_041M,B16004_041MA,B16004_042E,B16004_042EA,B16004_042M,B16004_042MA,B16004_043E,B16004_043EA,B16004_043M,B16004_043MA,B16004_044E,B16004_044EA,B16004_044M,B16004_044MA,B16004_045E,B16004_045EA,B16004_045M,B16004_045MA,B16004_046E,B16004_046EA,B16004_046M,B16004_046MA,B16004_047E,B16004_047EA,B16004_047M,B16004_047MA,B16004_048E,B16004_048EA,B16004_048M,B16004_048MA,B16004_049E,B16004_049EA,B16004_049M,B16004_049MA,B16004_050E,B16004_050EA,B16004_050M,B16004_050MA,B16004_051E,B16004_051EA,B16004_051M,B16004_051MA,B16004_052E,B16004_052EA,B16004_052M,B16004_052MA,B16004_053E,B16004_053EA,B16004_053M,B16004_053MA,B16004_054E,B16004_054EA,B16004_054M,B16004_054MA,B16004_055E,B16004_055EA,B16004_055M,B16004_055MA,B16004_056E,B16004_056EA,B16004_056M,B16004_056MA,B16004_057E,B16004_057EA,B16004_057M,B16004_057MA,B16004_058E,B16004_058EA,B16004_058M,B16004_058MA,B16004_059E,B16004_059EA,B16004_059M,B16004_059MA,B16004_060E,B16004_060EA,B16004_060M,B16004_060MA,B16004_061E,B16004_061EA,B16004_061M,B16004_061MA,B16004_062E,B16004_062EA,B16004_062M,B16004_062MA,B16004_063E,B16004_063EA,B16004_063M,B16004_063MA,B16004_064E,B16004_064EA,B16004_064M,B16004_064MA,B16004_065E,B16004_065EA,B16004_065M,B16004_065MA,B16004_066E,B16004_066EA,B16004_066M,B16004_066MA,B16004_067E,B16004_067EA,B16004_067M,B16004_067MA,GEO_ID,NAME,state,county,tract,block group
1692,,397,,376,,133,,223,,113,,110,,82,,94,,76,,16,,19,,0,,13,,0,,13,,36,,42,,36,,42,,0,,13,,0,,13,,0,,13,,7,,12,,7,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1196,,303,,768,,239,,329,,238,,123,,116,,67,,53,,132,,137,,7,,17,,61,,56,,16,,27,,29,,33,,16,,18,,0,,13,,25,,28,,0,,13,,25,,28,,0,,13,,0,,13,,13,,20,,0,,13,,0,,13,,13,,20,,0,,13,,120,,54,,86,,47,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,34,,33,,7,,11,,0,,13,,0,,13,,27,,30,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539012292,"Block Group 2, Census Tract 9012.29, Prince William County, Virginia",51,153,901229,2
1041,,251,,310,,120,,187,,111,,123,,83,,93,,57,,30,,31,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,696,,178,,487,,142,,203,,116,,98,,49,,70,,41,,35,,36,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,6,,16,,6,,16,,0,,13,,0,,13,,0,,13,,35,,28,,26,,23,,9,,17,,0,,13,,9,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539012303,"Block Group 3, Census Tract 9012.30, Prince William County, Virginia",51,153,901230,3
980,,277,,184,,90,,173,,88,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,11,,16,,11,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,776,,245,,423,,154,,56,,81,,56,,81,,0,,13,,0,,13,,0,,13,,139,,170,,139,,170,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,158,,160,,143,,157,,15,,23,,0,,13,,0,,13,,20,,23,,20,,23,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539012361,"Block Group 1, Census Tract 9012.36, Prince William County, Virginia",51,153,901236,1
893,,251,,174,,56,,169,,57,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,5,,8,,5,,8,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,463,,153,,368,,142,,7,,12,,7,,12,,0,,13,,0,,13,,0,,13,,88,,57,,88,,57,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,256,,122,,221,,127,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,27,,36,,27,,36,,0,,13,,0,,13,,0,,13,,8,,14,,8,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539012364,"Block Group 4, Census Tract 9012.36, Prince William County, Virginia",51,153,901236,4
1307,,305,,291,,148,,291,,148,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,918,,159,,726,,157,,10,,18,,10,,18,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,119,,123,,104,,123,,15,,19,,0,,13,,0,,13,,63,,83,,63,,83,,0,,13,,0,,13,,0,,13,,98,,82,,49,,41,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,49,,66,,0,,13,,0,,13,,49,,66,,0,,13,,511539013031,"Block Group 1, Census Tract 9013.03, Prince William County, Virginia",51,153,901303,1
1946,,323,,309,,74,,157,,55,,152,,79,,141,,79,,11,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1449,,278,,970,,262,,336,,187,,132,,123,,90,,57,,77,,83,,37,,41,,12,,13,,7,,10,,5,,9,,0,,13,,0,,13,,131,,119,,92,,110,,39,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,188,,79,,164,,74,,19,,23,,8,,12,,5,,9,,6,,11,,0,,13,,5,,8,,5,,8,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539013041,"Block Group 1, Census Tract 9013.04, Prince William County, Virginia",51,153,901304,1
1857,,456,,230,,129,,221,,129,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1420,,373,,1181,,349,,183,,206,,165,,195,,0,,13,,8,,14,,10,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,56,,78,,25,,34,,31,,44,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,207,,91,,195,,89,,12,,26,,12,,26,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539013052,"Block Group 2, Census Tract 9013.05, Prince William County, Virginia",51,153,901305,2
1410,,441,,291,,162,,291,,162,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,793,,248,,727,,234,,66,,62,,48,,38,,0,,13,,18,,29,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,326,,227,,296,,224,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,13,,8,,13,,0,,13,,0,,13,,0,,13,,22,,34,,22,,34,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539013063,"Block Group 3, Census Tract 9013.06, Prince William County, Virginia",51,153,901306,3
1634,,552,,155,,124,,0,,13,,24,,44,,24,,44,,0,,13,,0,,13,,0,,13,,67,,75,,67,,75,,0,,13,,0,,13,,0,,13,,64,,98,,64,,98,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1426,,468,,828,,353,,23,,43,,23,,43,,0,,13,,0,,13,,0,,13,,171,,139,,48,,75,,68,,61,,55,,65,,0,,13,,388,,317,,119,,118,,60,,71,,209,,277,,0,,13,,16,,26,,0,,13,,16,,26,,0,,13,,0,,13,,53,,65,,10,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,11,,36,,0,,13,,0,,13,,11,,36,,0,,13,,32,,51,,0,,13,,0,,13,,32,,51,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014032,"Block Group 2, Census Tract 9014.03, Prince William County, Virginia",51,153,901403,2
2116,,472,,325,,151,,54,,44,,235,,124,,126,,81,,42,,45,,47,,50,,20,,33,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,36,,57,,0,,13,,26,,41,,10,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1719,,397,,496,,151,,904,,308,,248,,116,,218,,137,,161,,95,,277,,170,,68,,88,,60,,85,,0,,13,,0,,13,,8,,12,,103,,105,,76,,98,,19,,21,,8,,12,,0,,13,,148,,165,,130,,163,,18,,27,,0,,13,,0,,13,,72,,63,,55,,58,,17,,30,,0,,13,,0,,13,,0,,13,,17,,30,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014071,"Block Group 1, Census Tract 9014.07, Prince William County, Virginia",51,153,901407,1
2871,,700,,777,,315,,623,,300,,60,,67,,60,,67,,0,,13,,0,,13,,0,,13,,22,,34,,22,,34,,0,,13,,0,,13,,0,,13,,16,,24,,16,,24,,0,,13,,0,,13,,0,,13,,56,,62,,56,,62,,0,,13,,0,,13,,0,,13,,1894,,501,,1097,,349,,407,,319,,381,,312,,0,,13,,26,,39,,0,,13,,117,,95,,104,,87,,13,,20,,0,,13,,0,,13,,124,,108,,68,,62,,29,,46,,27,,43,,0,,13,,149,,128,,64,,59,,61,,64,,24,,31,,0,,13,,200,,133,,132,,114,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,30,,48,,30,,48,,0,,13,,0,,13,,0,,13,,38,,61,,0,,13,,0,,13,,19,,30,,19,,30,,511539014092,"Block Group 2, Census Tract 9014.09, Prince William County, Virginia",51,153,901409,2
0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014095,"Block Group 5, Census Tract 9014.09, Prince William County, Virginia",51,153,901409,5
84,,135,,51,,85,,51,,85,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,33,,52,,33,,52,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014098,"Block Group 8, Census Tract 9014.09, Prince William County, Virginia",51,153,901409,8
2242,,314,,619,,129,,559,,134,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,23,,26,,23,,26,,0,,13,,0,,13,,0,,13,,37,,37,,31,,35,,6,,10,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1442,,218,,1047,,209,,59,,68,,59,,68,,0,,13,,0,,13,,0,,13,,129,,80,,81,,60,,48,,50,,0,,13,,0,,13,,207,,106,,153,,99,,40,,37,,14,,23,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,181,,81,,93,,57,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,83,,62,,16,,19,,42,,53,,25,,37,,0,,13,,5,,12,,0,,13,,5,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014113,"Block Group 3, Census Tract 9014.11, Prince William County, Virginia",51,153,901411,3
2898,,643,,987,,274,,960,,276,,18,,32,,18,,32,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,16,,9,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1822,,449,,1613,,454,,95,,76,,87,,75,,8,,14,,0,,13,,0,,13,,75,,70,,64,,55,,0,,13,,11,,20,,0,,13,,39,,49,,11,,20,,28,,33,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,89,,57,,41,,43,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,35,,48,,22,,42,,0,,13,,13,,21,,0,,13,,13,,25,,0,,13,,13,,25,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014122,"Block Group 2, Census Tract 9014.12, Prince William County, Virginia",51,153,901412,2
1484,,350,,439,,190,,408,,185,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,19,,31,,19,,31,,0,,13,,0,,13,,0,,13,,12,,12,,5,,9,,7,,9,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1027,,251,,870,,226,,24,,36,,0,,13,,24,,36,,0,,13,,0,,13,,98,,129,,81,,103,,17,,27,,0,,13,,0,,13,,17,,18,,9,,13,,8,,14,,0,,13,,0,,13,,18,,29,,18,,29,,0,,13,,0,,13,,0,,13,,18,,26,,18,,26,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014132,"Block Group 2, Census Tract 9014.13, Prince William County, Virginia",51,153,901413,2
2407,,530,,1102,,349,,977,,326,,45,,58,,0,,13,,0,,13,,45,,58,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,80,,115,,80,,115,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1262,,308,,1075,,335,,97,,87,,80,,84,,17,,26,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,90,,118,,77,,112,,10,,23,,3,,11,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,43,,45,,43,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014201,"Block Group 1, Census Tract 9014.20, Prince William County, Virginia",51,153,901420,1
0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539014212,"Block Group 2, Census Tract 9014.21, Prince William County, Virginia",51,153,901421,2
1319,,298,,282,,145,,234,,144,,48,,50,,48,,50,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,728,,174,,610,,161,,78,,81,,55,,57,,23,,24,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,40,,59,,40,,59,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,309,,93,,247,,85,,35,,37,,35,,37,,0,,13,,0,,13,,0,,13,,19,,20,,19,,20,,0,,13,,0,,13,,0,,13,,8,,13,,0,,13,,8,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539015032,"Block Group 2, Census Tract 9015.03, Prince William County, Virginia",51,153,901503,2
661,,195,,39,,79,,39,,79,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,47,,48,,47,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,575,,169,,575,,169,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539015041,"Block Group 1, Census Tract 9015.04, Prince William County, Virginia",51,153,901504,1
1898,,504,,296,,313,,296,,313,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,763,,287,,509,,221,,75,,123,,75,,123,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,179,,186,,7,,14,,172,,184,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,839,,179,,839,,179,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539015044,"Block Group 4, Census Tract 9015.04, Prince William County, Virginia",51,153,901504,4
1627,,386,,397,,156,,302,,157,,11,,22,,11,,22,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,33,,28,,33,,28,,0,,13,,0,,13,,0,,13,,51,,70,,51,,70,,0,,13,,0,,13,,0,,13,,1155,,294,,739,,211,,21,,41,,21,,41,,0,,13,,0,,13,,0,,13,,22,,35,,22,,35,,0,,13,,0,,13,,0,,13,,163,,115,,89,,72,,54,,50,,20,,32,,0,,13,,210,,166,,210,,166,,0,,13,,0,,13,,0,,13,,75,,68,,75,,68,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539015053,"Block Group 3, Census Tract 9015.05, Prince William County, Virginia",51,153,901505,3
3322,,1211,,828,,342,,415,,165,,173,,265,,168,,265,,0,,13,,5,,8,,0,,13,,143,,119,,143,,119,,0,,13,,0,,13,,0,,13,,27,,29,,18,,26,,9,,13,,0,,13,,0,,13,,70,,92,,12,,22,,58,,91,,0,,13,,0,,13,,2416,,966,,1283,,719,,377,,504,,355,,514,,8,,12,,14,,20,,0,,13,,390,,202,,285,,157,,84,,86,,21,,25,,0,,13,,53,,51,,35,,43,,18,,26,,0,,13,,0,,13,,313,,400,,173,,247,,97,,99,,43,,71,,0,,13,,78,,48,,22,,27,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,18,,29,,0,,13,,0,,13,,0,,13,,18,,29,,32,,33,,0,,13,,0,,13,,32,,33,,0,,13,,6,,11,,6,,11,,0,,13,,0,,13,,0,,13,,511539015062,"Block Group 2, Census Tract 9015.06, Prince William County, Virginia",51,153,901506,2
1351,,226,,293,,79,,256,,79,,23,,20,,23,,20,,0,,13,,0,,13,,0,,13,,3,,4,,3,,4,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,11,,13,,7,,11,,4,,6,,0,,13,,0,,13,,911,,155,,676,,113,,116,,95,,76,,57,,9,,12,,22,,35,,9,,14,,27,,18,,22,,16,,3,,6,,0,,13,,2,,5,,77,,60,,26,,29,,28,,27,,23,,28,,0,,13,,15,,16,,15,,16,,0,,13,,0,,13,,0,,13,,147,,60,,132,,60,,3,,4,,0,,13,,3,,4,,0,,13,,0,,13,,3,,5,,3,,5,,0,,13,,0,,13,,0,,13,,9,,14,,0,,13,,0,,13,,0,,13,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539015072,"Block Group 2, Census Tract 9015.07, Prince William County, Virginia",51,153,901507,2
1784,,447,,243,,94,,168,,88,,63,,57,,63,,57,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,12,,20,,12,,20,,0,,13,,0,,13,,0,,13,,1377,,361,,887,,261,,232,,200,,164,,139,,68,,61,,0,,13,,0,,13,,133,,130,,81,,80,,52,,77,,0,,13,,0,,13,,81,,68,,71,,65,,10,,16,,0,,13,,0,,13,,44,,42,,37,,37,,7,,13,,0,,13,,0,,13,,164,,129,,66,,49,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,98,,140,,0,,13,,0,,13,,0,,13,,98,,140,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511539015083,"Block Group 3, Census Tract 9015.08, Prince William County, Virginia",51,153,901508,3
2324,,896,,691,,647,,670,,643,,21,,35,,21,,35,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1206,,312,,1111,,301,,78,,88,,60,,81,,0,,13,,18,,30,,0,,13,,17,,29,,0,,13,,0,,13,,17,,29,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,427,,127,,386,,115,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,17,,28,,17,,28,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,24,,42,,24,,42,,0,,13,,0,,13,,0,,13,,511539015093,"Block Group 3, Census Tract 9015.09, Prince William County, Virginia",51,153,901509,3
